method,variant,stock,train_seed,day,episode_id,final_value,min_value,max_drawdown,max_abs_inventory,mean_abs_inventory,fills,abs_volume,closing_abs_volume,touched_inventory_cap
profit_ppo,profit_ppo,000858,4,2019-11-25,1,211.99999999998727,0.0,6.000000000007276,300.0,69.29779600205023,104,10400.0,100.0,false
profit_ppo,profit_ppo,000858,4,2019-11-26,0,202.00000000001455,0.0,7.999999999998181,200.0,63.86468477703742,96,9600.0,100.0,false
profit_ppo,profit_ppo,000858,4,2019-11-26,1,8.0,0.0,175.9999999999909,400.0,100.871348026653,105,10800.0,400.0,false
profit_ppo,profit_ppo,000858,4,2019-11-27,0,110.99999999998181,-7.999999999996362,54.500000000009095,300.0,88.36494105586878,134,13400.0,100.0,false
profit_ppo,profit_ppo,000858,4,2019-11-27,1,131.00000000000364,0.0,30.00000000000182,400.0,78.8313685289595,112,11200.0,100.0,false
profit_ppo,profit_ppo,000858,4,2019-11-28,0,164.99999999999454,0.0,29.99999999999818,300.0,91.2352639671963,92,9200.0,100.0,false
profit_ppo,profit_ppo,000858,4,2019-11-28,1,172.0000000000109,-5.000000000003638,16.00000000000182,200.0,62.788313685289594,90,9000.0,0.0,false
profit_ppo,profit_ppo,000858,4,2019-11-29,0,220.99999999999272,0.0,6.5,200.0,62.070732957457714,104,10400.0,0.0,false
profit_ppo,profit_ppo,000858,4,2019-11-29,1,166.00000000000728,0.0,49.00000000000364,300.0,83.34187596104562,110,11000.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-15,0,5.999999999999545,0.0,0.0,100.0,1.0763710917478215,4,400.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-15,1,3.0,0.0,4.999999999999545,100.0,5.945668887749872,6,600.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-18,0,4.999999999999545,0.0,0.0,100.0,0.5638134290107637,4,400.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-18,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-19,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-19,1,9.99999999999909,0.0,1.9999999999995453,100.0,6.406970784213224,8,800.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-20,0,11.999999999998181,0.0,2.0000000000004547,100.0,4.151717068170169,8,800.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-20,1,0.9999999999995453,-0.49999999999954525,2.9999999999995453,100.0,1.0763710917478215,4,400.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-21,0,0.9999999999995453,-0.5000000000004547,1.0,100.0,1.1276268580215274,2,200.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-21,1,11.000000000000455,-0.5000000000004547,1.9999999999995453,100.0,3.5879036391594052,10,1000.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-22,0,1.9999999999986358,-1.0000000000004547,4.5,100.0,2.716555612506407,4,400.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-22,1,3.0000000000004547,0.0,0.0,100.0,0.7688364941055869,2,200.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-25,0,3.9999999999995453,0.0,1.0000000000004547,100.0,1.0763710917478215,4,400.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-25,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-26,0,12.999999999998181,0.0,2.5,100.0,8.303434136340337,12,1200.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-26,1,4.999999999999545,-0.5000000000004547,2.5,100.0,9.636084059456689,8,800.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-27,0,9.999999999997726,0.0,1.5,100.0,2.7678113787801126,8,800.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-27,1,6.9999999999990905,0.0,2.0,100.0,4.356740133264992,8,800.0,100.0,false
profit_ppo,profit_ppo,002415,3,2019-11-28,0,4.0,0.0,0.9999999999995453,100.0,0.9226037929267042,4,400.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-28,1,4.999999999998636,0.0,1.0000000000004547,100.0,3.0753459764223474,4,400.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-29,0,0.0,-1.0000000000004547,2.5000000000009095,100.0,5.023065094823168,2,200.0,0.0,false
profit_ppo,profit_ppo,002415,3,2019-11-29,1,8.99999999999909,0.0,3.0000000000004547,100.0,3.89543823680164,12,1200.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-15,0,19.999999999999545,0.0,1.9999999999995453,100.0,13.377754997437211,12,1200.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-15,1,9.0,0.0,4.999999999999545,100.0,10.251153254741158,10,1000.0,100.0,false
profit_ppo,profit_ppo,002415,4,2019-11-18,0,7.999999999998636,0.0,2.5000000000004547,100.0,3.3316248077908766,8,800.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-18,1,9.999999999999545,0.0,2.5000000000004547,100.0,7.534597642234751,6,600.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-19,0,2.0,0.0,6.0,100.0,7.79087647360328,8,800.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-19,1,18.99999999999818,0.0,3.4999999999995453,100.0,12.250128139415684,14,1400.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-20,0,29.999999999998636,0.0,2.5,100.0,29.420809841107125,20,2000.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-20,1,8.999999999997726,0.0,3.0000000000009095,100.0,8.04715530497181,14,1400.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-21,0,3.9999999999990905,-5.000000000000455,7.0,100.0,19.630958482829318,8,800.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-21,1,18.999999999997726,-0.5000000000004547,3.0000000000004547,100.0,16.760635571501794,18,1800.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-22,0,10.99999999999909,-1.0000000000004547,4.5,100.0,10.148641722193746,12,1200.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-22,1,13.0,0.0,2.0000000000004547,100.0,14.659149154279856,10,1000.0,100.0,false
profit_ppo,profit_ppo,002415,4,2019-11-25,0,15.99999999999909,0.0,1.5,100.0,6.509482316760636,12,1200.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-25,1,3.0000000000004547,0.0,0.0,100.0,0.35879036391594055,2,200.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-26,0,16.999999999996817,0.0,4.0,100.0,16.70937980522809,16,1600.0,100.0,false
profit_ppo,profit_ppo,002415,4,2019-11-26,1,14.999999999997726,0.0,3.0,100.0,16.043054843669914,12,1200.0,100.0,false
profit_ppo,profit_ppo,002415,4,2019-11-27,0,21.999999999996362,0.0,4.000000000000455,100.0,14.095335725269093,18,1800.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-27,1,16.99999999999909,0.0,4.000000000000455,100.0,15.069195284469503,18,1800.0,100.0,false
profit_ppo,profit_ppo,002415,4,2019-11-28,0,11.000000000000455,0.0,1.0000000000004547,100.0,2.972834443874936,10,1000.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-28,1,17.99999999999909,0.0,2.5000000000004547,100.0,12.096360840594567,14,1400.0,100.0,false
profit_ppo,profit_ppo,002415,4,2019-11-29,0,2.0,0.0,5.000000000001364,100.0,18.195797027165558,8,800.0,0.0,false
profit_ppo,profit_ppo,002415,4,2019-11-29,1,25.99999999999818,0.0,3.0000000000004547,100.0,18.657098923628908,24,2400.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-15,0,-7.999999999999318,-14.0,21.999999999999545,200.0,40.08200922603793,16,1600.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-15,1,17.0,0.0,4.000000000000227,300.0,19.682214249103023,22,2200.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-18,0,10.00000000000091,0.0,2.0000000000002274,100.0,5.84315735520246,14,1400.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-18,1,5.9999999999990905,-1.5,4.999999999999773,100.0,12.813941568426449,18,1800.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-19,0,-1.0000000000006821,-12.500000000000682,15.500000000000227,200.0,19.272168118913378,18,1800.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-19,1,14.0,-0.9999999999997726,6.0,200.0,32.752434648898,16,1600.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-20,0,-0.9999999999993179,-6.499999999999773,8.0,200.0,28.95950794464377,12,1200.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-20,1,4.999999999999773,0.0,2.5000000000002274,100.0,7.739620707329575,6,600.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-21,0,15.999999999999318,0.0,4.499999999999773,200.0,25.935417734495132,12,1200.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-21,1,20.999999999999318,-2.0000000000002274,6.0,200.0,39.31317273193234,24,2400.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-22,0,0.9999999999995453,-7.0,7.5,200.0,29.36955407483342,7,800.0,200.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-22,1,25.000000000000227,-0.5000000000002274,5.999999999999545,200.0,26.396719630958483,26,2600.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-25,0,18.999999999999773,0.0,3.5000000000002274,200.0,31.93234238851871,18,1800.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-25,1,9.0,-1.4999999999997726,7.5,100.0,22.347514095335725,16,1600.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-26,0,1.0000000000002274,0.0,0.0,100.0,0.051255766273705795,2,200.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-26,1,15.0,0.0,2.0000000000004547,200.0,8.66222450025628,14,1400.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-27,0,5.999999999999773,0.0,7.0,100.0,23.065094823167605,10,1000.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-27,1,26.999999999998863,0.0,2.0000000000002274,100.0,13.480266529984624,20,2000.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-28,0,29.00000000000182,-0.5,5.0,300.0,62.685802152742184,30,3000.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-28,1,8.999999999999773,0.0,3.9999999999997726,100.0,9.584828293182984,14,1400.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-29,0,14.99999999999909,-3.0000000000013642,10.000000000000455,300.0,20.758585340850846,8,800.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,3,2019-11-29,1,7.999999999999318,0.0,4.0,100.0,8.713480266529984,12,1200.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-15,0,4.999999999999318,-6.0000000000009095,20.999999999999545,200.0,74.47462839569451,18,1800.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-15,1,16.000000000000455,0.0,4.000000000000227,300.0,25.47411583803178,18,1800.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-18,0,20.000000000000455,0.0,3.0000000000002274,200.0,20.861096873398257,16,1600.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-18,1,6.999999999999318,-1.9999999999995453,8.999999999999545,200.0,52.53716043054844,14,1400.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-19,0,-50.99999999999977,-60.0,64.0,600.0,158.68785238339314,22,2200.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-19,1,-10.0,-15.0,31.0,500.0,210.6099436186571,17,2000.0,400.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-20,0,0.9999999999997726,-6.499999999999773,8.0,100.0,52.53716043054844,8,800.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-20,1,6.000000000000227,-1.0,7.0,200.0,37.109174782162995,8,800.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-21,0,18.0,-9.0,19.0,600.0,170.73295745771398,16,1600.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-21,1,32.00000000000068,-7.4999999999990905,14.0,300.0,59.66171194259354,16,1600.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-22,0,6.000000000000227,-11.0,12.999999999999545,200.0,45.566376217324446,6,600.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-22,1,29.0,-11.999999999999545,31.0,600.0,289.3900563813429,27,2800.0,200.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-25,0,8.999999999999773,-12.5,19.0,200.0,51.81957970271655,16,1600.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-25,1,-9.0,-12.000000000000455,18.000000000000682,300.0,101.94771911840083,14,1400.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-26,0,3.0000000000002274,0.0,1.0000000000002274,100.0,0.41004613018964636,2,200.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-26,1,21.999999999999773,0.0,4.500000000000227,200.0,43.15735520246027,12,1200.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-27,0,-11.000000000000455,-13.500000000000227,22.000000000000227,200.0,44.90005125576627,8,800.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-27,1,12.999999999998863,-2.5,13.99999999999909,300.0,135.4177344951307,16,1600.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-28,0,24.0,-1.0000000000004547,12.0,500.0,129.31829830855972,31,3400.0,400.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-28,1,17.999999999999773,0.0,2.5000000000002274,200.0,7.9958995386981035,12,1200.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-29,0,-4.0000000000009095,-11.00000000000091,16.5,300.0,36.494105586878526,6,800.0,300.0,false
soft_as_low_risk_lam_0p10,soft_as,000001,4,2019-11-29,1,-17.0,-42.0,47.5,500.0,178.21629933367504,20,2000.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-15,0,160.99999999996726,-2.499999999998181,60.000000000007276,300.0,77.08867247565351,106,10600.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-15,1,259.9999999999891,0.0,27.500000000003638,400.0,67.35007688364941,140,14000.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-18,0,143.0000000000109,-39.0,43.0,200.0,72.5781650435674,104,10400.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-18,1,216.99999999997453,0.0,10.999999999998181,200.0,66.47872885699641,100,10000.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-19,0,160.00000000000728,-0.999999999998181,22.0,400.0,93.18298308559713,82,8200.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-19,1,256.99999999998363,0.0,7.499999999998181,200.0,65.76114812916452,114,11400.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-20,0,151.99999999999636,0.0,76.0,300.0,78.62634546386468,116,11600.0,100.0,false
