method,pnl_mean,pnl_se,nd_pnl_mean,nd_pnl_se,sharpe_mean,sharpe_se,mean_abs_inventory_mean,mean_abs_inventory_se,mean_quoted_spread_mean,mean_quoted_spread_se,fills_mean,fills_se,abs_volume_mean,abs_volume_se,max_abs_inventory_mean,max_abs_inventory_se,n_units
direct_as_low_risk_matched,26.636363636362475,4.815679739129331,462.1995947803264,18.720938196508754,0.7455104980294236,0.11764376030384427,157.48494162940884,19.96880893390404,0.05439827103254425,0.008650506664652915,24.71212121212121,0.6058170506287193,2684.848484848485,84.96436119625763,436.3636363636364,36.13292613452301,15
