stock,as_gamma,as_kappa,as_sigma,as_calibration
000001,0.025,125.22877541262076,0.22747869768155873,stock_risk_low
000858,0.025,23.886201669360876,0.6960589769493524,stock_risk_low
002415,0.025,83.78609448688599,0.24839468117999666,stock_risk_low
