stock,seed_index,criterion,window_end,mid_std,mid_range,spread_mean,abs_imbalance_mean,trade_volume_sum,trade_event_count,attention_entropy,attention_recent_5_mass,attention_recent_10_mass,attention_max_mass,attention_top_lag
000858,2,low_mid_std,7140,2.308990589380062e-14,2.842170943040401e-14,0.07679999999999666,0.20515058979009215,0.0,0,0.9759301385276784,0.1862969696521759,0.29651588201522827,0.08791753649711609,0
000858,2,high_mid_std,2857,0.11946865697747332,0.32499999999998863,0.08320000000000334,0.21726723883484403,2200.0,10,0.9762702262442268,0.17677158117294312,0.29550254344940186,0.08222734928131104,0
000858,2,high_spread,4016,0.0428018691180679,0.14000000000001478,0.10999999999999602,0.3430909758073444,1800.0,8,0.9913596559369111,0.1038864478468895,0.2700935900211334,0.03604413941502571,7
000858,2,high_imbalance,4094,0.02341708777794495,0.10000000000002274,0.07000000000000625,0.474225241717188,1300.0,8,0.9990527866354546,0.11273863166570663,0.2247139811515808,0.025305001065135002,0
000858,2,high_trade_intensity,3947,0.09326006648078433,0.3199999999999932,0.07999999999999886,0.2600402697373126,3500.0,14,0.9849190542565183,0.12760969996452332,0.29173994064331055,0.04016241431236267,5
