method,variant,stock,as_calibration,as_gamma,as_kappa,pnl_mean,nd_pnl_mean,sharpe_mean,mean_abs_inventory,mean_quoted_spread,buy_notional,fills_per_episode,abs_volume_per_episode,max_abs_inventory_mean
as_empirical_matched,as_baseline,000001,stock_specific,0.05,125.22877541262075,10.36363636363626,371.8879449841136,0.3923277001951815,139.3908345752608,0.027888709384845098,22443.272727272728,279.5,30000.0,950.0
as_empirical_matched,as_baseline,000858,stock_specific,0.05,23.886201669360876,34.40909090909066,324.9113373815672,1.1840077115211096,28.29498882265276,0.10588951048951,108966.36363636363,180.0,18400.0,300.0
as_empirical_matched,as_baseline,002415,stock_specific,0.05,83.78609448688599,20.636363636362457,569.9199826586788,0.7130087888218781,140.48761177347242,0.0362769321716942,47478.818181818184,278.0,29900.0,900.0
as_inventory_target,as_baseline,000001,inventory_target,0.03086344462714755,125.22877541262075,9.04545454545435,328.23723632179644,0.2721713054760202,195.8061661698957,0.027608233500591363,24624.954545454544,295.0,32900.0,850.0
as_inventory_target,as_baseline,000858,inventory_target,0.025,23.886201669360876,51.68181818181628,517.5500421900716,1.34700056468301,51.9513785394933,0.09992890442890388,145693.68181818182,237.0,24600.0,450.0
as_inventory_target,as_baseline,002415,inventory_target,0.038687749234836456,83.78609448688599,22.49999999999847,621.3200878730512,0.7194605278712899,158.20370715350225,0.035968367828707055,49395.681818181816,289.0,31100.0,950.0
